ID,price
143332,57112.188
28423,147522.95
28103,81634.95
106424,1431.2482
131956,8337.477
104168,5381.2744
84710,70449.836
47148,32396.44
109086,15295.849
38564,28823.312
149899,45856.97
142786,60692.348
112470,17330.291
116755,45443.004
77001,13922.778
65836,4066.5688
140731,7520.077
64633,39794.992
25632,7116.883
61151,14914.971
110265,6352.3154
124734,13974.265
139328,42950.62
17408,23602.672
113078,153956.34
27431,36429.145
86160,30480.703
90240,3717.8582
125746,7856.7188
67233,23631.072
12727,1714.7902
27297,102427.44
100107,36868.14
78057,16691.385
120699,3761.3333
103773,18075.71
83526,5162.493
117882,23618.094
95656,185321.08
115883,178823.72
26964,93900.336
100993,22069.207
78237,34554.906
25657,4136.7026
47813,12950.549
22145,16962.41
90629,113780.5
84591,44721.617
124399,13154.18
28464,10000.226
128984,30406.682
124945,23296.41
112601,68807.2
26603,1353.9869
86261,128129.914
109053,27757.59
80297,13213.545
8340,5507.4585
22349,9241.005
122786,43352.0
144859,4243.4976
66345,23629.754
2404,6853.068
42737,14912.995
65365,859.2978
44842,6945.3286
75876,38022.9
138784,4244.2227
107468,25729.61
52770,10202.255
94727,18332.11
83223,27573.92
31989,88288.38
76357,3314.1968
38048,15057.057
9150,17870.758
115436,10794.135
136105,29904.572
85939,38777.12
68193,3473.563
80527,298486.66
21790,16482.217
82148,17836.22
20485,105224.12
37293,19622.084
46932,72149.13
90941,13629.323
57365,38512.418
22635,16518.082
73830,72098.484
41479,14299.674
60507,1377.2826
137274,6598.3647
58305,55927.094
101931,2062.6807
43195,85973.31
116633,45471.664
46402,8315.002
63165,7632.61
12219,23436.707
15562,109913.19
33702,40917.883
3982,49483.32
55637,66161.07
122731,35712.38
51374,6460.2065
8199,8048.1807
137197,5007.2773
106088,16931.549
135145,31998.734
145045,1685.227
87997,5268.3867
44903,42595.082
108112,10627.082
25933,14984.657
146773,8779.889
55470,34097.082
50249,4551.944
37988,76678.92
53408,12759.093
141587,15748.122
23763,5178.4453
90583,12990.275
19691,4400.9707
25354,54691.49
62963,15007.255
68954,6207.9795
97372,41281.918
56003,133352.88
83515,24648.166
35304,20606.293
63270,76660.49
1218,70800.08
54427,31358.217
94965,2239.359
16127,54235.668
11747,53970.332
64979,31810.861
63750,55996.535
112386,121800.164
135958,7072.5776
146866,15045.632
81139,1538.9652
40148,146715.55
135737,76467.04
10916,174767.19
141077,7438.4688
110386,13302.411
24837,98835.0
19398,30681.938
8577,15788.498
39185,36599.895
129153,14307.472
7858,152441.14
30121,24372.291
60169,27870.791
119343,9205.762
139982,36627.484
27181,6250.6943
46729,26525.834
133220,13901.557
71246,26096.64
62621,8152.4995
142617,33013.992
65520,13764.421
91638,63019.133
90216,82170.88
114492,3872.7683
115092,4550.258
148524,54058.22
42403,5108.0254
89670,9422.745
97981,6607.1177
137222,5731.9556
90975,13188.461
129567,30409.383
106711,24307.57
131989,16913.66
128743,9150.905
28891,6059.5894
34485,5794.4663
94538,30203.236
13977,2855.1743
84937,99739.46
46935,6615.97
55980,7222.8984
48242,10667.384
134363,48452.824
40171,7347.7563
27922,33256.03
23901,63356.14
44060,16925.912
105829,31030.104
88882,9837.124
17796,30213.65
54391,18947.377
69208,10870.706
122589,158086.39
137571,16094.546
99875,79565.77
4808,6954.2837
34148,11862.503
104043,32181.193
53610,32015.234
11982,8649.35
82591,44322.234
55809,109864.664
132867,32200.791
21270,11954.394
12666,25001.414
107852,49476.695
12438,8706.1045
59712,11573.84
83009,5455.8384
29889,66379.66
39491,-685.5062
22054,6589.913
139139,43974.4
142974,83821.836
141853,9488.2295
124850,27872.748
88968,97220.37
57929,22744.682
131564,6334.055
18025,55683.58
98108,17367.512
81113,75006.42
33858,7774.6675
78981,141933.11
143825,4050.633
141046,36067.85
96871,3638.268
87440,46804.91
6117,12838.868
16956,7429.2065
111755,8643.141
95914,32027.666
58664,4442.9805
145503,-0.11979103
1473,7535.8794
95776,69331.34
143996,31837.877
107759,8863.348
135471,17897.992
136653,38520.13
128809,9393.828
89664,27544.678
96852,98658.04
72202,39290.75
37918,40578.867
21105,12067.659
34722,10047.919
141237,19416.012
1857,32313.139
149609,23572.307
130465,173931.61
7687,7371.3164
30639,22176.857
71,6606.4873
127003,54988.504
100489,23676.914
44517,26753.219
5601,7306.56
146158,6485.563
144614,11186.427
8189,27318.596
117894,19038.16
58328,14151.485
10292,7574.5654
130807,44032.96
75343,40813.477
76004,34080.375
26894,6230.0225
124381,24059.309
103662,19208.203
113306,13590.304
47483,3880.772
75676,189872.33
28043,12490.47
149755,12975.168
68409,2770.3616
61575,72638.85
78183,18630.037
145108,41774.234
147020,28515.309
123232,25468.893
33442,3252.1062
144239,50093.676
76639,24832.969
18233,58819.28
52889,51394.656
96159,4928.389
108513,4581.5864
116818,24127.69
94947,7267.634
81734,2889.9204
99068,27636.678
45432,5062.485
77718,5667.605
36103,19454.393
80463,19829.258
147209,182707.27
21209,13993.977
63003,35034.445
83071,26777.434
129548,26714.334
99854,4995.4443
62727,15940.98
67350,156959.06
130895,8686.799
112438,14414.626
84622,112396.06
117288,36981.094
45889,116414.914
94041,12636.917
111258,13704.496
86067,17512.414
140763,13922.516
42756,8314.795
115378,15219.627
55788,5297.4614
122287,14292.514
115139,7944.973
30320,30697.596
142404,25234.86
33540,19182.707
11912,16760.068
144987,10862.6045
66991,12139.729
96793,25828.7
91503,6563.7104
58291,66149.96
133381,37366.332
111966,34727.824
16925,54987.43
43726,92702.7
22231,51170.824
20903,6209.7144
17031,13468.975
35021,9990.595
71481,26584.123
28462,179130.77
133862,39235.027
42865,10907.071
74492,86944.836
20110,190734.45
67902,47336.945
53328,216361.69
7035,67448.836
114788,88645.62
8704,193864.16
125607,41861.805
66147,86787.445
47875,6021.092
9240,75564.93
50598,9899.864
76769,10764.893
60789,56540.37
91669,8427.741
110108,6236.0127
36865,25500.121
120637,66538.234
130574,52362.387
748,19254.293
95683,24937.064
20137,10089.426
38453,1521.0559
87313,6025.924
5841,13304.19
32360,85313.62
69794,23128.934
