ID,price
143332,67325.12
28423,131810.98
28103,68703.61
106424,2011.784
131956,8120.1816
104168,4649.5483
84710,70103.71
47148,33463.29
109086,15608.853
38564,30551.807
149899,46108.836
142786,64012.277
112470,18060.234
116755,42577.668
77001,14294.604
65836,3741.443
140731,7096.0454
64633,38730.023
25632,7139.5713
61151,16297.947
110265,6661.4287
124734,13239.188
139328,61088.887
17408,25980.809
113078,140538.1
27431,36887.902
86160,32127.623
90240,3585.1765
125746,8471.412
67233,23183.693
12727,2013.058
27297,109837.336
100107,30033.514
78057,18976.0
120699,3947.4084
103773,18597.602
83526,5848.731
117882,24575.666
95656,182143.39
115883,163106.83
26964,86584.055
100993,23857.9
78237,35623.17
25657,5194.1235
47813,12220.456
22145,18137.344
90629,105925.96
84591,44917.89
124399,13524.18
28464,8417.284
128984,34937.434
124945,21623.127
112601,69007.055
26603,1936.799
86261,128355.51
109053,29330.62
80297,12124.082
8340,4143.447
22349,9830.633
122786,39661.45
144859,3014.7456
66345,24192.742
2404,7218.998
42737,12742.033
65365,1068.8201
44842,5986.534
75876,38445.973
138784,3741.2488
107468,28005.973
52770,10753.101
94727,18992.889
83223,24920.783
31989,59681.25
76357,2481.3179
38048,15667.982
9150,17717.066
115436,7497.4883
136105,30417.588
85939,39076.86
68193,4088.3643
80527,329825.5
21790,14107.22
82148,17824.451
20485,104731.68
37293,18963.688
46932,78681.89
90941,18140.684
57365,36806.32
22635,17993.092
73830,74477.89
41479,13367.204
60507,1740.405
137274,6095.5396
58305,59024.727
101931,2032.1787
43195,82893.805
116633,42194.574
46402,8060.587
63165,8314.726
12219,23275.396
15562,110939.125
33702,39410.82
3982,52269.438
55637,77590.35
122731,35177.45
51374,5454.8667
8199,7522.6206
137197,5278.619
106088,15953.665
135145,35512.26
145045,1696.7668
87997,5251.0903
44903,44171.332
108112,11420.955
25933,13659.041
146773,5909.545
55470,31943.281
50249,4841.049
37988,64675.883
53408,12455.313
141587,16408.453
23763,5331.431
90583,15070.262
19691,5251.434
25354,57022.664
62963,20811.648
68954,7616.1064
97372,40827.16
56003,135014.6
83515,25794.111
35304,20733.861
63270,78841.195
1218,67728.8
54427,31030.512
94965,1980.7661
16127,53994.477
11747,48476.777
64979,28683.844
63750,51225.8
112386,131444.06
135958,7844.741
