ID,price
143332,66196.05
28423,120753.51
28103,73729.9
106424,2702.1458
131956,7802.9634
104168,5079.93
84710,71386.62
47148,32856.18
109086,15087.388
38564,35524.992
149899,46566.336
142786,60093.965
112470,17509.615
116755,41736.91
77001,14145.093
65836,3768.7302
140731,8040.3516
64633,38638.867
25632,7027.7705
61151,13615.777
110265,6042.443
124734,13295.346
139328,68569.8
17408,23468.8
113078,143738.22
27431,36202.664
86160,32508.896
90240,3197.041
125746,8130.45
67233,24178.855
12727,1960.0536
27297,110842.05
100107,28345.123
78057,18126.19
120699,3784.5527
103773,18470.404
83526,5309.712
117882,26039.996
95656,187581.53
115883,169292.05
26964,97314.35
100993,22741.445
78237,35484.926
25657,4565.8477
47813,13006.09
22145,17466.768
90629,106993.21
84591,43441.305
124399,13838.226
28464,10161.522
128984,32851.14
124945,23723.32
112601,71285.914
26603,-478.1954
86261,127125.54
109053,28554.385
80297,11315.283
8340,4648.7837
22349,9687.177
122786,40668.406
144859,3822.2727
66345,24044.953
2404,7219.959
42737,15262.868
65365,340.44748
44842,5826.222
75876,36808.297
138784,4448.651
107468,27844.705
52770,11057.131
94727,18747.7
83223,25928.768
31989,72941.77
76357,2828.2478
38048,15326.604
9150,17275.135
115436,8739.643
136105,29389.367
85939,38552.688
68193,3589.4539
80527,336647.3
21790,16837.129
82148,18774.389
20485,98719.88
37293,20154.121
46932,79138.055
90941,17322.889
57365,38004.96
22635,18656.51
73830,74955.78
41479,11955.566
60507,2194.3833
137274,5887.1646
58305,56373.734
101931,1857.5413
43195,78940.29
116633,40538.887
46402,8077.7256
63165,8731.345
12219,22390.47
15562,109996.69
33702,40151.09
3982,49983.598
55637,72845.5
122731,33963.707
51374,5851.1006
8199,7631.6406
137197,5612.483
106088,14935.207
135145,34595.01
145045,1388.1506
87997,5201.299
44903,41116.992
108112,11880.246
25933,14647.786
146773,6417.575
55470,32390.541
50249,4769.3857
37988,69695.625
53408,12908.029
141587,16454.62
23763,5542.013
90583,14426.841
19691,4911.817
25354,55107.133
62963,20067.615
68954,8469.745
97372,38069.992
56003,138223.42
83515,27129.475
35304,20627.654
63270,76064.47
1218,68396.19
54427,29904.541
94965,2474.8247
16127,56138.848
11747,48771.223
64979,30025.742
63750,53800.188
112386,122379.46
135958,7213.8813
146866,16225.895
81139,1291.2573
40148,147450.22
135737,59504.49
10916,185580.8
141077,8124.5254
