ID,price
143332,65724.67
28423,122842.89
28103,75035.86
106424,2365.6707
131956,8209.212
104168,4833.2227
84710,70358.06
47148,33743.836
109086,15420.002
38564,33701.637
149899,46376.03
142786,62109.754
112470,17962.545
116755,42568.523
77001,13934.969
65836,3806.9219
140731,7709.6567
64633,39629.844
25632,7087.3457
61151,14636.441
110265,6602.0596
124734,13224.357
139328,63389.74
17408,24398.363
113078,141180.28
27431,35674.4
86160,31659.39
90240,3362.6125
125746,8125.554
67233,23587.035
12727,2042.0233
27297,108065.08
100107,30511.912
78057,18393.64
120699,3932.6514
103773,18474.006
83526,5488.6836
117882,23972.908
95656,181721.0
115883,167331.06
26964,93039.67
100993,22588.115
78237,35289.992
25657,4753.108
47813,13354.43
22145,17566.379
90629,106477.125
84591,43732.844
124399,13540.768
28464,9876.914
128984,34980.516
124945,23705.258
112601,69393.55
26603,1026.1727
86261,128776.086
109053,29469.402
80297,11650.082
8340,4611.2964
22349,9784.652
122786,40635.84
144859,3899.002
66345,24486.787
2404,7023.199
42737,14585.016
65365,555.0789
44842,6030.2
75876,38027.344
138784,4137.9917
107468,27178.836
52770,10696.834
94727,18779.809
83223,26084.918
31989,70764.766
76357,2675.8423
38048,15521.732
9150,17179.512
115436,8468.907
136105,30247.566
85939,39794.555
68193,3702.432
80527,328809.88
21790,15897.713
82148,18578.746
20485,100324.15
37293,19234.305
46932,77842.78
90941,17046.953
57365,37284.36
22635,17733.137
73830,73251.61
41479,13397.058
60507,2136.031
137274,6059.8564
58305,56633.03
101931,2016.1399
43195,79920.81
116633,40395.742
46402,8116.2705
63165,8648.392
12219,22594.842
15562,111221.39
33702,40406.805
3982,51046.367
55637,74042.305
122731,34889.434
51374,5838.472
8199,7613.6357
137197,5384.906
106088,15644.382
135145,35145.938
145045,1819.793
87997,5268.832
44903,42182.223
108112,11856.234
25933,14086.986
146773,6630.764
55470,32552.76
50249,4766.2324
37988,69978.875
53408,12713.506
141587,16862.19
23763,5473.2065
90583,14076.341
19691,5115.425
25354,55328.656
62963,18630.504
68954,7683.747
97372,39405.992
56003,135046.22
83515,26745.941
35304,20660.943
63270,76908.08
1218,67808.14
54427,30064.93
94965,2427.399
16127,57591.664
11747,48956.953
64979,29814.492
63750,52566.848
112386,124979.29
135958,7570.872
146866,15550.134
81139,1474.6831
40148,143390.28
135737,62554.047
10916,182392.3
141077,8029.4385
110386,13480.345
24837,104243.91
19398,32870.555
8577,15161.215
39185,37302.906
129153,12001.732
7858,150423.4
30121,25112.793
60169,26314.564
119343,9951.145
139982,32243.027
27181,6045.0625
46729,25784.547
133220,13978.73
71246,26119.184
62621,8496.362
142617,33080.934
65520,13843.182
91638,66245.914
90216,79180.414
114492,4070.1975
115092,4843.326
148524,55776.848
42403,4677.887
89670,9956.412
